Unnamed: 0.1,Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Category,Clean_Text,Date
326," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealous,2018-03-17 14:45:00,Twitter,"['jealous', 'bloomingachievements']",16,32, UK ,2018,3,17,14,negative, jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence ,2018-03-17
327," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated,2022-10-28 11:15:00,Instagram,"['devastated', 'echoesofshattereddreams']",25,50, Australia ,2022,10,28,11,negative, devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole ,2022-10-28
328," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated,2020-11-01 12:30:00,Facebook,"['frustrated', 'labyrinthofmiscommunication']",14,28, India ,2020,11,1,12,negative, frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication ,2020-11-01
329," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious,2021-01-15 22:10:00,Twitter,"['envious', 'desireforkeys']",20,40, USA ,2021,1,15,22,negative, envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive ,2021-01-15
330," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,2018-08-18 14:00:00,Instagram,"['dismissive', 'indifferenceperformance']",12,24, Australia ,2018,8,18,14,negative, dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference ,2018-08-18
331," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",frustrated,2022-01-07 11:10:00,Twitter,"['frustrated', 'mosaicofdisappointment']",15,30, Canada ,2022,1,7,11,negative, shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration ,2022-01-07
332," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness,2019-09-19 03:30:00,Facebook,"['loneliness', 'solitarynocturne']",18,36, Australia ,2019,9,19,3,negative, loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne ,2019-09-19
333,Awe-struck by the breathtaking sunrise over the mountains.      ,awe,2022-04-03 06:15:00,Instagram,"['awe', 'breathtakingsunrise']",28,55, USA               ,2022,4,3,6,positive,awestruck by the breathtaking sunrise over the mountains      ,2022-04-03
334,Navigating through the challenges with determination.          ,determination,2023-10-12 10:30:00,Twitter,"['determination', 'challenges']",15,30, Canada            ,2023,10,12,10,neutral,navigating through the challenges with determination          ,2023-10-12
335,Nostalgia hits while flipping through an old photo album.     ,nostalgia,2019-06-28 19:00:00,Facebook,"['nostalgia', 'oldmemories']",22,45, UK                ,2019,6,28,19,neutral,nostalgia hits while flipping through an old photo album     ,2019-06-28
336,Thrilled to witness the grandeur of a cultural festival.       ,thrill,2020-09-15 14:45:00,Instagram,"['thrill', 'culturalcelebration']",40,80, India              ,2020,9,15,14,other,thrilled to witness the grandeur of a cultural festival       ,2020-09-15
337,Calmness found in the rhythm of raindrops on the windowpane.   ,calmness,2017-11-08 21:20:00,Twitter,"['calmness', 'rainydays']",18,35, Australia          ,2017,11,8,21,positive,calmness found in the rhythm of raindrops on the windowpane   ,2017-11-08
338,Overwhelmed by the support received during a personal challenge.,overwhelmed,2021-05-20 17:30:00,Facebook,"['overwhelmed', 'supportivecommunity']",25,50, USA               ,2021,5,20,17,negative,overwhelmed by the support received during a personal challenge,2021-05-20
339,Excitement builds as the countdown to a long-awaited vacation begins. ,excitement,2023-01-10 12:00:00,Instagram,"['excitement', 'vacationcountdown']",30,60, France            ,2023,1,10,12,positive,excitement builds as the countdown to a longawaited vacation begins ,2023-01-10
340,"Reflecting on life's journey, grateful for the lessons learned. ",gratitude,2018-12-05 08:45:00,Twitter,"['gratitude', 'lifelessons']",35,70, Brazil            ,2018,12,5,8,positive,reflecting on lifes journey grateful for the lessons learned ,2018-12-05
341,Bittersweet emotions arise while bidding farewell to a dear friend. ,bittersweet,2020-03-15 18:30:00,Instagram,"['bittersweet', 'farewell']",20,40, Japan             ,2020,3,15,18,other,bittersweet emotions arise while bidding farewell to a dear friend ,2020-03-15
342,Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity,2016-08-22 15:10:00,Facebook,"['curiosity', 'ancientdiscovery']",18,35, Greece            ,2016,8,22,15,other,curiosity sparked by exploring a mysterious ancient ruin      ,2016-08-22
343,Admiration for the intricate details of a handcrafted masterpiece. ,admiration,2019-08-20 16:00:00,Instagram,"['admiration', 'handcraftedart']",25,50, USA               ,2019,8,20,16,positive,admiration for the intricate details of a handcrafted masterpiece ,2019-08-20
344,Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,overjoyed,2021-12-08 19:30:00,Twitter,"['overjoyed', 'winterwarmth']",18,35, Canada            ,2021,12,8,19,positive,overjoyed by the warmth of a cozy fireplace on a winter evening   ,2021-12-08
345,Inspiration strikes while observing the colors of a vibrant sunset.,inspiration,2020-06-10 20:45:00,Instagram,"['inspiration', 'colorfulsunset']",30,60, UK                ,2020,6,10,20,positive,inspiration strikes while observing the colors of a vibrant sunset,2020-06-10
346,Motivated to achieve fitness goals after an invigorating workout.  ,motivation,2022-02-28 07:15:00,Facebook,"['motivation', 'fitnessgoals']",40,80, Australia          ,2022,2,28,7,positive,motivated to achieve fitness goals after an invigorating workout  ,2022-02-28
347,Gratitude for the simple joys found in a cup of morning coffee.    ,gratitude,2017-04-15 08:00:00,Twitter,"['gratitude', 'morningcoffee']",22,45, India             ,2017,4,15,8,positive,gratitude for the simple joys found in a cup of morning coffee    ,2017-04-15
348,Feeling empowered after conquering a challenging hiking trail.     ,empowerment,2018-09-05 14:20:00,Instagram,"['empowerment', 'hikingadventure']",35,70, USA               ,2018,9,5,14,positive,feeling empowered after conquering a challenging hiking trail     ,2018-09-05
349,Amused by the antics of playful kittens during playtime.           ,amusement,2022-10-22 12:45:00,Facebook,"['amusement', 'playfulkittens']",15,30, Canada            ,2022,10,22,12,positive,amused by the antics of playful kittens during playtime           ,2022-10-22
350,Contemplating life's mysteries under the starry night sky.         ,contemplation,2016-07-02 23:30:00,Twitter,"['contemplation', 'starrynight']",28,55, UK                ,2016,7,2,23,neutral,contemplating lifes mysteries under the starry night sky         ,2016-07-02
351,Joyful reunion with long-lost friends after years of separation.   ,joyfulreunion,2020-11-18 17:10:00,Instagram,"['joyfulreunion', 'friendship']",20,40, India             ,2020,11,18,17,positive,joyful reunion with longlost friends after years of separation   ,2020-11-18
352,Excitement builds while preparing for a surprise celebration.     ,excitement,2023-03-05 15:00:00,Facebook,"['excitement', 'surprisecelebration']",30,60, Australia          ,2023,3,5,15,positive,excitement builds while preparing for a surprise celebration     ,2023-03-05
353,Satisfaction derived from successfully completing a DIY project.  ,satisfaction,2015-12-01 11:30:00,Twitter,"['satisfaction', 'diyproject']",25,50, USA               ,2015,12,1,11,positive,satisfaction derived from successfully completing a diy project  ,2015-12-01
354,Feeling blessed for the supportive community in times of need.    ,blessed,2021-09-10 09:45:00,Instagram,"['blessed', 'supportivecommunity']",18,35, UK                ,2021,9,10,9,positive,feeling blessed for the supportive community in times of need    ,2021-09-10
355,Captivated by the serenity of a tranquil garden in full bloom.     ,serenity,2018-05-12 14:20:00,Facebook,"['serenity', 'tranquilgarden']",22,45, Canada            ,2018,5,12,14,positive,captivated by the serenity of a tranquil garden in full bloom     ,2018-05-12
356,Anticipation for an upcoming adventure in an exotic destination.   ,anticipation,2022-07-25 10:00:00,Twitter,"['anticipation', 'adventureawaits']",40,80, India             ,2022,7,25,10,positive,anticipation for an upcoming adventure in an exotic destination   ,2022-07-25
357,Reflecting on personal growth achieved through life experiences.  ,reflection,2019-03-08 18:30:00,Instagram,"['reflection', 'personalgrowth']",35,70, USA               ,2019,3,8,18,neutral,reflecting on personal growth achieved through life experiences  ,2019-03-08
358,Nostalgic memories flood in while revisiting childhood favorites. ,nostalgia,2017-01-28 21:15:00,Facebook,"['nostalgia', 'childhoodfavorites']",20,40, Australia          ,2017,1,28,21,neutral,nostalgic memories flood in while revisiting childhood favorites ,2017-01-28
359,Appreciation for the vibrant culture experienced during travel.   ,appreciation,2016-11-14 13:45:00,Twitter,"['appreciation', 'culturalexperience']",28,55, UK                ,2016,11,14,13,positive,appreciation for the vibrant culture experienced during travel   ,2016-11-14
360,Confidence soars after overcoming public speaking anxiety.       ,confidence,2020-04-02 17:30:00,Instagram,"['confidence', 'overcominganxiety']",15,30, USA               ,2020,4,2,17,other,confidence soars after overcoming public speaking anxiety       ,2020-04-02
361,Contentment in the midst of a family gathering filled with laughter. ,contentment,2023-01-15 19:00:00,Facebook,"['contentment', 'familylaughter']",25,50, Canada            ,2023,1,15,19,positive,contentment in the midst of a family gathering filled with laughter ,2023-01-15
362,Enthusiasm for learning new skills and expanding knowledge.      ,enthusiasm,2018-08-07 12:15:00,Twitter,"['enthusiasm', 'skillbuilding']",30,60, India             ,2018,8,7,12,positive,enthusiasm for learning new skills and expanding knowledge      ,2018-08-07
363,Surprise and delight at discovering a hidden gem in the city.    ,surprise,2019-10-18 16:45:00,Instagram,"['surprise', 'hiddengem']",18,35, UK                ,2019,10,18,16,positive,surprise and delight at discovering a hidden gem in the city    ,2019-10-18
364,A sense of accomplishment after completing a challenging workout.,accomplishment,2022-06-30 07:00:00,Facebook,"['accomplishment', 'fitnesssuccess']",22,45, Australia          ,2022,6,30,7,positive,a sense of accomplishment after completing a challenging workout,2022-06-30
365,Wonderment at the beauty of a double rainbow after the rain.     ,wonderment,2017-06-12 18:20:00,Twitter,"['wonderment', 'doublerainbow']",35,70, USA               ,2017,6,12,18,positive,wonderment at the beauty of a double rainbow after the rain     ,2017-06-12
366,Optimism for a bright future amidst challenging times.           ,optimism,2021-07-05 09:30:00,Instagram,"['optimism', 'brightfuture']",20,40, Canada            ,2021,7,5,9,positive,optimism for a bright future amidst challenging times           ,2021-07-05
